id_entrega,fecha_hora_salida,fecha_hora_llegada,ruta,piloto,carga_kg,region,estado_entrega
863,2025-06-05 21:37:20,2025-06-05 23:37:20,Este,Miguel,257,Luján,A tiempo
864,2025-06-15 08:45:49,2025-06-15 12:45:49,Este,Miguel,453,CABA,A tiempo
865,2025-01-30 06:41:56,2025-01-30 13:41:56,Este,Juan,294,GBA,A tiempo
866,2025-06-30 04:22:47,2025-06-30 11:22:47,Sur,Juan,445,Moreno,Retrasada
867,2025-02-27 18:54:00,2025-02-28 01:54:00,Norte,Juan,434,CABA,A tiempo
868,2024-12-22 15:20:55,2024-12-22 16:20:55,Este,Lucía,134,Luján,Retrasada
869,2024-11-04 15:27:15,2024-11-04 18:27:15,Norte,Miguel,50,La Plata,A tiempo
870,2025-06-26 16:02:04,2025-06-27 01:02:04,Sur,María,70,CABA,A tiempo
871,2025-04-05 15:25:45,2025-04-05 20:25:45,Sur,Juan,416,La Plata,A tiempo
872,2025-02-03 21:18:07,2025-02-04 03:18:07,Central,Lucía,124,CABA,A tiempo
873,2025-05-09 06:19:27,2025-05-09 09:19:27,Este,Juan,412,Luján,A tiempo
874,2025-08-03 00:48:35,2025-08-03 04:48:35,Central,Carlos,166,Moreno,A tiempo
875,2024-12-03 23:51:48,2024-12-04 09:51:48,Central,Juan,142,La Plata,A tiempo
876,2025-07-31 10:24:06,2025-07-31 15:24:06,Central,Miguel,208,Luján,Cancelada
877,2025-06-24 08:58:39,2025-06-24 12:58:39,Norte,Juan,280,GBA,A tiempo
878,2024-12-01 09:35:05,2024-12-01 18:35:05,Este,Lucía,390,GBA,A tiempo
879,2025-07-06 09:23:37,2025-07-06 14:23:37,Sur,María,317,CABA,Retrasada
880,2025-01-07 08:51:03,2025-01-07 13:51:03,Sur,María,471,Luján,A tiempo
881,2024-11-12 01:49:52,2024-11-12 04:49:52,Este,Lucía,255,Luján,A tiempo
882,2025-02-02 04:00:24,2025-02-02 08:00:24,Sur,miguel,269,Moreno,A tiempo
883,2025-02-10 18:34:38,2025-02-10 23:34:38,Central,Lucía,497,Luján,Cancelada
884,2025-09-13 02:07:37,2025-09-13 11:07:37,Sur,Miguel,281,GBA,A tiempo
885,2024-10-08 12:55:08,2024-10-08 15:55:08,Este,Miguel,203,Moreno,A tiempo
886,2024-11-01 06:54:27,2024-11-01 09:54:27,Oeste,María,280,GBA,A tiempo
887,2025-01-07 23:39:32,2025-01-08 00:39:32,Sur,Carlos,356,Moreno,A tiempo
888,2025-07-01 04:33:54,2025-07-01 13:33:54,Central,María,232,Moreno,Retrasada
889,2025-06-27 23:08:45,2025-06-28 02:08:45,Central,Carlos,76,La Plata,Retrasada
890,2024-09-30 03:56:09,2024-09-30 12:56:09,Norte,Juan,338,Moreno,A tiempo
891,2025-08-13 18:08:39,2025-08-14 01:08:39,Norte,Miguel,65,Moreno,A tiempo
892,2024-11-17 06:04:34,2024-11-17 15:04:34,Oeste,Juan,426,CABA,A tiempo
893,2025-03-13 13:16:16,2025-03-13 16:16:16,Oeste,Juan,166,CABA,A tiempo
894,2025-01-28 08:05:53,2025-01-28 10:05:53,Norte,Juan,434,Luján,A tiempo
895,2025-04-07 16:57:31,2025-04-08 00:57:31,Central,Miguel,162,La Plata,Retrasada
896,2025-06-10 09:43:12,2025-06-10 19:43:12,Este,María,154,CABA,Retrasada
897,2025-01-24 22:48:38,2025-01-25 05:48:38,Oeste,Carlos,499,Moreno,A tiempo
898,2025-08-18 20:21:16,2025-08-19 06:21:16,Oeste,Miguel,213,La Plata,A tiempo
899,2025-07-09 04:45:21,2025-07-09 05:45:21,Norte,María,72,CABA,A tiempo
900,2025-01-01 01:24:38,2025-01-01 06:24:38,Este,Juan,425,La Plata,A tiempo
901,2025-01-08 17:59:57,2025-01-08 23:59:57,Oeste,María,111,La Plata,A tiempo
902,2025-01-02 14:59:09,2025-01-02 20:59:09,Este,Juan,132,La Plata,Retrasada
903,2025-01-28 07:54:25,2025-01-28 16:54:25,Oeste,Carlos,327,La Plata,Retrasada
904,2025-05-16 02:50:00,2025-05-16 07:50:00,Este,Miguel,364,La Plata,A tiempo
905,2025-05-06 01:16:02,2025-05-06 09:16:02,Oeste,María,53,La Plata,A tiempo
906,2025-06-18 15:42:29,2025-06-18 19:42:29,Sur,Lucía,88,CABA,A tiempo
907,2024-11-30 18:27:45,2024-11-30 21:27:45,Oeste,Carlos,454,La Plata,A tiempo
908,2025-07-08 08:40:08,2025-07-08 14:40:08,Este,Lucía,464,CABA,A tiempo
909,2024-12-07 02:02:24,2024-12-07 12:02:24,Central,María,216,Luján,A tiempo
910,2025-02-11 16:23:09,2025-02-11 18:23:09,Norte,Carlos,125,CABA,A tiempo
911,2024-10-18 19:07:11,2024-10-19 01:07:11,Norte,Lucía,260,GBA,Cancelada
912,2025-02-27 04:31:28,2025-02-27 09:31:28,Norte,Juan,450,Luján,A tiempo
913,2025-01-10 05:35:41,2025-01-10 15:35:41,Norte,Carlos,156,La Plata,Retrasada
914,2025-01-18 07:52:15,2025-01-18 15:52:15,Central,Lucía,273,GBA,A tiempo
915,2024-11-09 15:52:11,2024-11-10 00:52:11,Este,Carlos,377,Moreno,A tiempo
916,2025-08-14 03:18:28,2025-08-14 07:18:28,Este,Carlos,228,Moreno,A tiempo
917,2024-10-23 20:00:04,2024-10-24 06:00:04,Central,Lucía,454,GBA,A tiempo
918,2024-10-31 12:53:02,2024-10-31 15:53:02,Oeste,María,314,GBA,A tiempo
919,2025-05-29 14:40:02,2025-05-29 16:40:02,Oeste,Juan,424,La Plata,Retrasada
920,2025-03-20 01:06:00,2025-03-20 09:06:00,Este,Carlos,444,CABA,Retrasada
921,2025-09-03 22:10:45,2025-09-04 02:10:45,Central,Carlos,420,Moreno,A tiempo
922,2024-11-29 22:15:21,2024-11-30 00:15:21,Este,María,463,Luján,Retrasada
923,2024-10-23 18:59:38,2024-10-23 23:59:38,Este,Carlos,282,GBA,Retrasada
924,2025-05-01 08:52:01,2025-05-01 14:52:01,Norte,carlos,148,Moreno,A tiempo
925,2025-08-26 18:39:48,2025-08-26 19:39:48,Central,María,216,La Plata,A tiempo
926,2025-05-20 04:50:55,2025-05-20 14:50:55,Oeste,juan,423,La Plata,A tiempo
927,2025-02-25 21:23:14,2025-02-26 01:23:14,Oeste,María,251,GBA,A tiempo
928,2025-08-14 15:50:31,2025-08-14 22:50:31,Este,Lucía,245,CABA,A tiempo
929,2025-04-30 14:03:15,2025-04-30 20:03:15,Central,María,124,La Plata,A tiempo
930,2024-11-20 09:38:49,2024-11-20 19:38:49,Este,Carlos,218,CABA,A tiempo
931,2025-08-12 18:31:27,2025-08-13 03:31:27,Sur,Lucía,121,GBA,A tiempo
932,2025-05-14 01:45:58,2025-05-14 07:45:58,Norte,Miguel,219,Moreno,Retrasada
933,2025-03-22 21:34:36,2025-03-23 00:34:36,Central,miguel,197,Luján,A tiempo
934,2025-06-28 21:00:34,2025-06-29 05:00:34,Sur,Juan,293,La Plata,A tiempo
935,2025-08-03 15:06:40,2025-08-03 17:06:40,Central,Juan,479,GBA,Retrasada
936,2025-02-11 05:34:53,2025-02-11 10:34:53,Este,Carlos,392,Moreno,A tiempo
937,2024-11-13 20:51:46,2024-11-14 03:51:46,Sur,Juan,55,La Plata,A tiempo
938,2025-01-09 18:55:50,2025-01-10 02:55:50,Central,Miguel,343,Moreno,A tiempo
939,2024-11-14 14:41:49,2024-11-14 16:41:49,Este,Juan,303,Moreno,A tiempo
940,2025-01-25 13:21:09,2025-01-25 16:21:09,Norte,Carlos,241,La Plata,Retrasada
941,2024-11-10 12:24:38,2024-11-10 16:24:38,Central,Carlos,96,Luján,A tiempo
942,2024-12-11 03:01:07,2024-12-11 07:01:07,Sur,Carlos,288,La Plata,Retrasada
943,2025-08-11 15:31:08,2025-08-12 00:31:08,Sur,Carlos,69,Moreno,A tiempo
944,2025-08-04 03:33:44,2025-08-04 12:33:44,Sur,Miguel,467,Luján,A tiempo
945,2025-02-19 02:04:19,2025-02-19 08:04:19,Central,Miguel,366,Luján,A tiempo
946,2025-08-12 05:18:16,2025-08-12 15:18:16,Este,Juan,262,CABA,A tiempo
947,2025-03-24 20:40:36,2025-03-25 02:40:36,Sur,Carlos,292,Luján,A tiempo
948,2025-09-14 05:50:10,2025-09-14 10:50:10,Este,Juan,332,La Plata,Retrasada
949,2025-01-24 08:10:16,2025-01-24 09:10:16,Norte,Juan,458,Luján,A tiempo
950,2025-07-21 19:45:05,2025-07-21 20:45:05,Central,María,395,La Plata,A tiempo
951,2025-07-12 09:17:52,2025-07-12 18:17:52,Este,Miguel,462,La Plata,Retrasada
952,2024-11-05 06:37:37,2024-11-05 08:37:37,Sur,Lucía,393,La Plata,A tiempo
953,2025-03-15 21:49:58,2025-03-15 23:49:58,Norte,Carlos,341,La Plata,A tiempo
954,2025-02-21 21:42:25,2025-02-22 01:42:25,Central,María,455,Luján,A tiempo
955,2025-04-08 13:47:20,2025-04-08 16:47:20,Central,Carlos,173,GBA,Retrasada
956,2025-04-13 15:19:59,2025-04-13 17:19:59,Central,Carlos,214,La Plata,A tiempo
957,2025-03-30 19:43:02,2025-03-31 02:43:02,Norte,Miguel,356,Luján,A tiempo
958,2025-02-08 20:50:26,2025-02-09 05:50:26,Norte,Lucía,297,Luján,A tiempo
959,2025-03-24 18:37:31,2025-03-24 21:37:31,Central,Carlos,425,CABA,A tiempo
960,2025-05-11 10:38:08,2025-05-11 18:38:08,Sur,Carlos,321,Luján,A tiempo
961,2025-06-02 21:10:41,2025-06-03 05:10:41,Central,María,280,La Plata,Retrasada
962,2025-02-09 19:24:19,2025-02-10 03:24:19,Sur,Carlos,253,Moreno,A tiempo
963,2025-06-01 13:20:34,2025-06-01 22:20:34,Sur,Carlos,420,Luján,Retrasada
964,2025-06-20 06:43:35,2025-06-20 09:43:35,Oeste,María,420,CABA,A tiempo
965,2025-09-05 04:44:58,2025-09-05 06:44:58,Oeste,Lucía,328,Moreno,A tiempo
966,2025-06-24 13:17:27,2025-06-24 17:17:27,Este,María,495,Luján,A tiempo
967,2025-07-11 02:37:07,2025-07-11 06:37:07,Oeste,María,228,GBA,A tiempo
968,2025-04-26 20:31:53,2025-04-27 00:31:53,Sur,Miguel,209,Luján,Retrasada
969,2024-12-17 05:42:41,2024-12-17 11:42:41,Oeste,Carlos,136,Moreno,Retrasada
970,2025-09-04 22:56:41,2025-09-05 06:56:41,Este,Miguel,461,La Plata,Retrasada
971,2025-07-18 05:23:04,2025-07-18 10:23:04,Norte,Lucía,204,Luján,A tiempo
972,2025-01-28 16:28:53,2025-01-28 23:28:53,Sur,Carlos,491,GBA,A tiempo
973,2025-05-10 08:11:39,2025-05-10 13:11:39,Sur,Carlos,433,Moreno,A tiempo
974,2025-05-21 06:24:14,2025-05-21 07:24:14,Central,Juan,159,GBA,A tiempo
975,2025-01-23 15:00:58,2025-01-23 23:00:58,Oeste,Juan,303,La Plata,A tiempo
976,2025-07-07 02:11:47,2025-07-07 12:11:47,Norte,Miguel,115,GBA,A tiempo
977,2024-12-13 21:34:09,2024-12-13 23:34:09,Oeste,María,404,La Plata,A tiempo
978,2025-02-28 22:49:34,2025-03-01 08:49:34,Oeste,Miguel,210,GBA,A tiempo
979,2025-05-25 03:49:07,2025-05-25 13:49:07,Oeste,Carlos,318,GBA,A tiempo
980,2025-08-29 13:14:29,2025-08-29 14:14:29,Central,Miguel,312,La Plata,Retrasada
981,2024-11-22 00:37:11,2024-11-22 10:37:11,Oeste,Lucía,70,La Plata,A tiempo
982,2025-04-08 14:36:10,2025-04-08 22:36:10,Central,María,358,Moreno,A tiempo
983,2024-12-19 06:46:13,2024-12-19 08:46:13,Norte,Miguel,413,GBA,A tiempo
984,2025-02-04 19:49:19,2025-02-04 23:49:19,Norte,Lucía,334,Luján,Retrasada
985,2025-06-13 12:07:30,2025-06-13 20:07:30,Oeste,María,271,GBA,A tiempo
986,2025-01-13 07:33:51,2025-01-13 08:33:51,Norte,Carlos,125,Moreno,A tiempo
987,2025-09-02 12:32:32,2025-09-02 22:32:32,Central,Lucía,118,Luján,A tiempo
988,2025-05-11 16:21:42,2025-05-11 17:21:42,Norte,María,266,La Plata,A tiempo
989,2025-09-12 20:58:39,2025-09-13 03:58:39,Norte,Lucía,385,La Plata,A tiempo
990,2025-01-24 10:09:26,2025-01-24 12:09:26,Oeste,Miguel,489,Moreno,A tiempo
991,2025-03-19 07:58:18,2025-03-19 16:58:18,Norte,Carlos,370,Moreno,Cancelada
992,2024-09-20 10:10:19,2024-09-20 18:10:19,Oeste,juan,199,CABA,Retrasada
993,2025-06-07 05:39:02,2025-06-07 12:39:02,Norte,Miguel,166,La Plata,A tiempo
994,2025-05-24 20:31:04,2025-05-25 04:31:04,Este,Lucía,434,Moreno,A tiempo
995,2025-05-20 06:05:42,2025-05-20 07:05:42,Norte,Miguel,87,CABA,Retrasada
996,2025-03-06 20:08:17,2025-03-06 23:08:17,Este,Lucía,249,Luján,A tiempo
997,2024-10-24 20:40:09,2024-10-24 22:40:09,Este,Juan,407,La Plata,Cancelada
998,2025-01-15 15:31:16,2025-01-15 18:31:16,Oeste,Lucía,360,CABA,A tiempo
999,2025-08-07 07:34:45,2025-08-07 10:34:45,Oeste,María,468,GBA,A tiempo
1000,2024-10-09 06:38:51,2024-10-09 14:38:51,Este,Miguel,470,CABA,A tiempo
1001,2025-02-20 16:07:26,2025-02-21 02:07:26,Sur,Lucía,453,Moreno,A tiempo
1002,2025-07-12 07:21:25,2025-07-12 14:21:25,Este,Lucía,402,GBA,A tiempo
1003,2025-08-20 15:30:15,2025-08-21 01:30:15,Oeste,Lucía,302,La Plata,Retrasada
1004,2025-07-16 14:20:52,2025-07-16 21:20:52,Este,Juan,341,CABA,Retrasada
1005,2025-07-31 23:40:19,2025-08-01 01:40:19,Norte,María,267,CABA,A tiempo
1006,2025-05-14 07:12:09,2025-05-14 17:12:09,Central,María,89,La Plata,Cancelada
1007,2024-10-25 19:11:58,2024-10-26 02:11:58,Este,Miguel,148,GBA,Retrasada
1008,2025-08-15 07:45:30,2025-08-15 10:45:30,Norte,Lucía,151,La Plata,Retrasada
1009,2025-07-01 03:51:22,2025-07-01 09:51:22,Este,Miguel,109,Moreno,Retrasada
1010,2025-02-07 11:51:07,2025-02-07 12:51:07,Central,Carlos,165,GBA,A tiempo
1011,2024-10-23 12:07:50,2024-10-23 20:07:50,Este,Lucía,101,GBA,A tiempo
1012,2025-08-30 01:27:14,2025-08-30 02:27:14,Central,Lucía,127,GBA,A tiempo
1013,2025-08-08 13:42:48,2025-08-08 19:42:48,Oeste,María,459,La Plata,A tiempo
1014,2024-10-26 21:19:01,2024-10-27 06:19:01,Este,Lucía,125,CABA,A tiempo
1015,2025-06-06 20:04:23,2025-06-06 23:04:23,Sur,Carlos,90,Luján,A tiempo
1016,2024-11-06 15:13:37,2024-11-06 19:13:37,Sur,María,466,CABA,A tiempo
1017,2025-02-19 18:04:28,2025-02-19 21:04:28,Central,Juan,169,GBA,Retrasada
1018,2025-04-20 05:53:51,2025-04-20 13:53:51,Central,Miguel,347,CABA,Retrasada
1019,2025-01-12 20:55:45,2025-01-13 06:55:45,Oeste,Miguel,95,Luján,A tiempo
1020,2025-03-11 01:32:01,2025-03-11 02:32:01,Central,María,330,La Plata,A tiempo
1021,2024-11-01 08:49:29,2024-11-01 14:49:29,Sur,Miguel,161,Luján,A tiempo
1022,2024-12-13 01:24:54,2024-12-13 11:24:54,Oeste,Carlos,478,CABA,Retrasada
1023,2024-09-20 16:51:17,2024-09-20 21:51:17,Este,Miguel,109,Luján,A tiempo
1024,2024-12-24 15:42:40,2024-12-24 19:42:40,Oeste,Carlos,330,CABA,Cancelada
1025,2024-12-05 18:20:39,2024-12-05 19:20:39,Central,María,255,Luján,Retrasada
1026,2024-10-03 01:01:10,2024-10-03 10:01:10,Central,Miguel,248,Moreno,A tiempo
1027,2025-05-02 15:55:03,2025-05-02 17:55:03,Sur,Juan,135,Luján,Retrasada
1028,2025-03-04 17:02:56,2025-03-04 21:02:56,Norte,Juan,276,La Plata,A tiempo
1029,2024-09-29 15:56:16,2024-09-29 16:56:16,Sur,María,370,GBA,A tiempo
1030,2025-07-19 20:12:49,2025-07-19 23:12:49,Sur,Juan,235,La Plata,A tiempo
1031,2025-03-20 18:11:23,2025-03-21 01:11:23,Sur,María,190,Luján,A tiempo
1032,2025-07-05 06:42:36,2025-07-05 08:42:36,Norte,Carlos,412,GBA,A tiempo
1033,2025-05-24 21:00:09,2025-05-25 03:00:09,Central,Miguel,295,GBA,Cancelada
1034,2025-05-26 00:04:29,2025-05-26 04:04:29,Sur,Carlos,269,CABA,A tiempo
1035,2024-12-29 16:24:45,2024-12-29 17:24:45,Este,Miguel,169,Moreno,A tiempo
1036,2025-03-17 17:30:51,2025-03-18 02:30:51,Sur,Carlos,152,CABA,A tiempo
1037,2024-12-06 05:09:19,2024-12-06 10:09:19,Oeste,Juan,269,La Plata,A tiempo
1038,2025-07-24 22:40:06,2025-07-25 06:40:06,Central,Lucía,457,GBA,A tiempo
1039,2025-08-09 10:38:15,2025-08-09 20:38:15,Oeste,Carlos,302,CABA,A tiempo
1040,2025-03-12 08:31:52,2025-03-12 17:31:52,Norte,Miguel,442,Luján,A tiempo
1041,2025-09-02 12:05:39,2025-09-02 20:05:39,Oeste,Juan,484,La Plata,Retrasada
1042,2025-02-03 06:20:16,2025-02-03 08:20:16,Este,Miguel,57,Moreno,A tiempo
1043,2025-08-14 16:14:09,2025-08-14 23:14:09,Sur,Lucía,320,Moreno,A tiempo
1044,2025-08-07 01:05:28,2025-08-07 03:05:28,Sur,Carlos,391,Moreno,A tiempo
1045,2025-08-06 20:59:53,2025-08-07 02:59:53,Oeste,Lucía,139,La Plata,A tiempo
1046,2024-11-13 13:11:45,2024-11-13 14:11:45,Este,Lucía,409,Luján,A tiempo
1047,2025-05-22 22:17:23,2025-05-23 00:17:23,Sur,Carlos,133,GBA,A tiempo
1048,2024-12-19 17:12:01,2024-12-19 21:12:01,Este,Juan,282,GBA,A tiempo
1049,2025-05-06 05:23:51,2025-05-06 09:23:51,Central,Miguel,114,CABA,A tiempo
1050,2025-01-05 00:08:21,2025-01-05 01:08:21,Norte,Carlos,312,GBA,Cancelada
1051,2025-05-01 01:17:11,2025-05-01 07:17:11,Norte,Carlos,96,La Plata,A tiempo
1052,2025-04-24 16:53:00,2025-04-24 20:53:00,Este,María,322,Luján,A tiempo
1053,2025-03-16 07:20:12,2025-03-16 12:20:12,Central,Carlos,78,Luján,A tiempo
1054,2024-11-14 16:41:22,2024-11-14 17:41:22,Oeste,Carlos,366,Luján,A tiempo
1055,2025-05-21 22:24:19,2025-05-22 04:24:19,Oeste,Lucía,60,GBA,A tiempo
1056,2025-08-06 09:32:26,2025-08-06 13:32:26,Norte,Juan,333,Luján,A tiempo
1057,2025-03-26 08:22:21,2025-03-26 14:22:21,Sur,Carlos,240,CABA,A tiempo
1058,2025-05-02 04:47:36,2025-05-02 10:47:36,Norte,Carlos,343,GBA,A tiempo
1059,2024-10-02 22:32:01,2024-10-03 07:32:01,Sur,María,212,GBA,A tiempo
1060,2025-04-26 15:09:33,2025-04-26 17:09:33,Central,Juan,218,CABA,Retrasada
1061,2025-08-29 20:01:55,2025-08-29 23:01:55,Este,Carlos,280,GBA,A tiempo
1062,2025-06-29 14:10:20,2025-06-29 15:10:20,Oeste,María,116,Moreno,A tiempo
1063,2024-11-25 22:33:13,2024-11-25 23:33:13,Oeste,Carlos,474,Moreno,A tiempo
1064,2025-07-20 16:59:47,2025-07-20 20:59:47,Oeste,Carlos,486,Luján,A tiempo
1065,2025-03-20 09:18:54,2025-03-20 16:18:54,Este,Lucía,366,Moreno,A tiempo
1066,2024-10-27 19:56:42,2024-10-28 02:56:42,Este,Carlos,83,GBA,Retrasada
1067,2025-03-08 00:18:06,2025-03-08 09:18:06,Este,Juan,309,GBA,A tiempo
1068,2024-11-30 09:54:03,2024-11-30 19:54:03,Este,Miguel,435,GBA,Retrasada
1069,2025-04-29 06:56:43,2025-04-29 07:56:43,Oeste,Lucía,305,GBA,Retrasada
1070,2025-04-04 04:03:13,2025-04-04 14:03:13,Norte,Lucía,308,CABA,Retrasada
1071,2025-02-21 05:08:02,2025-02-21 06:08:02,Central,Juan,343,Moreno,A tiempo
1072,2025-01-08 06:08:16,2025-01-08 11:08:16,Este,Carlos,447,Moreno,A tiempo
1073,2024-11-08 15:27:35,2024-11-08 23:27:35,Norte,Carlos,271,Luján,A tiempo
1074,2025-03-21 17:03:32,2025-03-21 18:03:32,Central,Miguel,214,GBA,A tiempo
1075,2025-03-30 15:04:12,2025-03-30 17:04:12,Este,Carlos,242,Luján,A tiempo
1076,2025-02-22 01:34:36,2025-02-22 03:34:36,Sur,Carlos,217,La Plata,A tiempo
1077,2025-03-14 02:14:31,2025-03-14 06:14:31,Este,Miguel,232,Moreno,Retrasada
1078,2025-06-19 16:38:15,2025-06-19 18:38:15,Oeste,Lucía,410,CABA,A tiempo
1079,2025-02-28 04:15:53,2025-02-28 05:15:53,Norte,Lucía,425,GBA,A tiempo
1080,2025-06-29 12:06:16,2025-06-29 14:06:16,Norte,Carlos,271,CABA,A tiempo
1081,2025-01-06 09:21:59,2025-01-06 14:21:59,Oeste,Lucía,145,Moreno,Retrasada
1082,2025-08-10 00:01:53,2025-08-10 08:01:53,Central,Lucía,146,GBA,A tiempo
1083,2024-12-07 09:32:02,2024-12-07 19:32:02,Oeste,Lucía,364,CABA,A tiempo
1084,2025-07-07 09:38:02,2025-07-07 12:38:02,Este,María,64,Moreno,Retrasada
1085,2025-08-25 22:26:26,2025-08-26 03:26:26,Este,Miguel,291,CABA,A tiempo
1086,2025-06-20 06:13:50,2025-06-20 15:13:50,Este,Miguel,330,Moreno,A tiempo
1087,2025-01-26 12:22:15,2025-01-26 16:22:15,Norte,Lucía,224,La Plata,Cancelada
1088,2024-11-10 21:18:41,2024-11-11 07:18:41,Este,María,324,Moreno,A tiempo
1089,2024-12-08 22:06:53,2024-12-09 02:06:53,Este,Carlos,118,GBA,A tiempo
1090,2025-09-10 20:49:25,2025-09-11 06:49:25,Este,Lucía,70,La Plata,A tiempo
1091,2025-05-04 14:58:10,2025-05-04 19:58:10,Este,Carlos,115,CABA,Retrasada
1092,2024-12-12 14:40:58,2024-12-12 18:40:58,Norte,María,184,Moreno,A tiempo
1093,2025-02-15 12:02:41,2025-02-15 21:02:41,Este,María,97,Moreno,A tiempo
1094,2025-08-23 17:05:32,2025-08-23 23:05:32,Este,Carlos,165,Luján,Retrasada
1095,2025-01-25 09:50:42,2025-01-25 10:50:42,Central,Carlos,284,GBA,Cancelada
1096,2025-01-06 08:16:29,2025-01-06 17:16:29,Oeste,Carlos,439,La Plata,Retrasada
1097,2025-09-10 07:18:48,2025-09-10 15:18:48,Sur,María,407,Moreno,A tiempo
1098,2025-06-25 11:01:41,2025-06-25 16:01:41,Oeste,Juan,390,CABA,A tiempo
1099,2024-10-09 18:25:32,2024-10-09 22:25:32,Central,María,232,CABA,Retrasada
1100,2024-11-02 03:11:55,2024-11-02 05:11:55,Central,Juan,407,Moreno,A tiempo
1101,2024-10-11 16:32:55,2024-10-11 17:32:55,Sur,Carlos,297,Luján,A tiempo
1102,2025-04-23 10:13:12,2025-04-23 17:13:12,Este,María,460,GBA,Retrasada
1103,2025-09-13 03:53:27,2025-09-13 07:53:27,Este,María,280,CABA,A tiempo
1104,2024-11-05 13:26:27,2024-11-05 23:26:27,Norte,Lucía,83,Moreno,A tiempo
1105,2025-08-31 04:40:41,2025-08-31 06:40:41,Este,Juan,229,GBA,Retrasada
1106,2025-03-26 09:31:29,2025-03-26 14:31:29,Norte,María,123,Luján,A tiempo
1107,2025-07-30 05:21:20,2025-07-30 09:21:20,Central,María,200,Moreno,A tiempo
1108,2025-06-20 04:46:02,2025-06-20 12:46:02,Sur,Lucía,376,Luján,A tiempo
1109,2025-03-15 11:42:22,2025-03-15 14:42:22,Oeste,Juan,167,La Plata,A tiempo
1110,2024-12-08 11:29:03,2024-12-08 21:29:03,Sur,Lucía,326,GBA,A tiempo
1111,2025-03-06 22:06:29,2025-03-07 06:06:29,Oeste ,Miguel,128,GBA,A tiempo
1112,2025-03-14 10:00:36,2025-03-14 18:00:36,Este,María,149,GBA,A tiempo
1113,2025-03-14 02:57:49,2025-03-14 07:57:49,Central,María,497,Luján,A tiempo
1114,2024-11-17 11:50:57,2024-11-17 21:50:57,Norte,Carlos,94,La Plata,Retrasada
1115,2025-02-25 19:54:58,2025-02-26 01:54:58,Este,María,422,GBA,Retrasada
1116,2025-07-07 11:22:03,2025-07-07 21:22:03,Este,Miguel,199,Luján,A tiempo
1117,2025-02-19 22:44:31,2025-02-20 06:44:31,Sur,Juan,497,CABA,A tiempo
1118,2025-01-02 21:08:32,2025-01-03 07:08:32,Sur,Juan,176,Luján,A tiempo
1119,2025-01-03 12:09:18,2025-01-03 22:09:18,Oeste,Juan,369,La Plata,Retrasada
1120,2025-09-13 14:31:58,2025-09-13 18:31:58,Central,María,382,CABA,A tiempo
1121,2025-02-06 02:54:14,2025-02-06 10:54:14,Central,Juan,492,CABA,A tiempo
1122,2024-11-16 19:37:16,2024-11-17 04:37:16,Central,Lucía,178,Luján,A tiempo
1123,2025-04-07 17:33:33,2025-04-08 03:33:33,Norte,carlos,489,CABA,Cancelada
1124,2024-12-07 04:34:46,2024-12-07 10:34:46,Oeste,Lucía,410,GBA,A tiempo
1125,2025-05-18 13:51:17,2025-05-18 18:51:17,Oeste,Miguel,439,Moreno,A tiempo
1126,2025-09-02 04:26:00,2025-09-02 06:26:00,Este,Lucía,113,Luján,A tiempo
1127,2025-01-09 17:36:56,2025-01-09 21:36:56,Sur,Carlos,261,CABA,Retrasada
1128,2025-09-11 04:15:52,2025-09-11 14:15:52,Norte,Juan,165,La Plata,A tiempo
1129,2025-04-20 20:16:06,2025-04-21 01:16:06,Sur,María,268,La Plata,A tiempo
1130,2024-11-08 17:35:06,2024-11-09 03:35:06,Central,Miguel,205,Luján,A tiempo
1131,2024-12-14 14:57:05,2024-12-14 15:57:05,Este,María,91,Luján,A tiempo
1132,2025-01-26 14:35:54,2025-01-26 22:35:54,Sur,Lucía,120,La Plata,A tiempo
1133,2024-10-30 01:45:06,2024-10-30 09:45:06,Este,Carlos,483,Luján,A tiempo
1134,2025-07-29 20:10:41,2025-07-29 22:10:41,Sur,Lucía,388,Luján,A tiempo
1135,2024-10-05 06:47:07,2024-10-05 07:47:07,Oeste,María,316,La Plata,Retrasada
1136,2025-05-23 09:41:42,2025-05-23 11:41:42,Sur,Lucía,375,Luján,Retrasada
1137,2025-08-05 02:46:28,2025-08-05 03:46:28,Este,Lucía,50,GBA,A tiempo
1138,2025-03-07 21:19:20,2025-03-08 04:19:20,Oeste,Lucía,319,CABA,A tiempo
1139,2024-10-27 01:30:05,2024-10-27 03:30:05,Este,Miguel,453,CABA,A tiempo
1140,2024-09-27 05:12:04,2024-09-27 14:12:04,Norte,Carlos,417,Moreno,A tiempo
1141,2024-12-21 01:44:14,2024-12-21 03:44:14,Oeste,Juan,292,CABA,A tiempo
1142,2025-02-25 13:54:54,2025-02-25 18:54:54,Este,Carlos,374,La Plata,A tiempo
1143,2024-10-16 06:11:50,2024-10-16 09:11:50,Este,Miguel,500,CABA,A tiempo
1144,2025-08-07 18:51:04,2025-08-07 23:51:04,Central,Miguel,402,Moreno,A tiempo
1145,2025-02-09 06:29:56,2025-02-09 09:29:56,Norte,Carlos,301,Luján,Retrasada
1146,2025-08-25 14:36:45,2025-08-25 17:36:45,Central,María,64,Luján,A tiempo
1147,2024-11-18 17:51:55,2024-11-19 02:51:55,Norte,Lucía,441,Luján,A tiempo
